algorithm,parameters,count,k-nn,epsilon,largeepsilon,rel,qps,p50,p95,p99,p999,distcomps,build,candidates,indexsize,queriessize,dataset
faiss-ivf,"FaissIVF(n_list=32, n_probe=1)",10,0.61566,0.65706,0.9206,0.0904183709596538,899.9765130450445,1.0883808135986328,1.8165946006774891,2.248780727386475,2.7885687351226855,41753.55636,0.8922519683837891,10.0,647100.0,719.0187639570236,glove-100-angular
faiss-ivf,"FaissIVF(n_list=32, n_probe=10)",10,0.96234,0.98328,0.99975,0.08600545678101373,98.08688980365524,10.385870933532715,15.174150466918945,17.507653236389164,20.06079363822942,395743.1182,0.8922519683837891,10.0,647100.0,6597.211934187413,glove-100-angular
faiss-ivf,"FaissIVF(n_list=32, n_probe=100)",10,1.0,1.0,1.0,0.08574169233209256,33.67228488936145,29.76357936859131,38.36522102355957,44.277801513671875,49.422832727432315,1183546.0,0.8922519683837891,10.0,647100.0,19217.585088930133,glove-100-angular
faiss-ivf,"FaissIVF(n_list=32, n_probe=200)",10,1.0,1.0,1.0,0.08574169233318513,33.675142163491856,29.359817504882812,34.649538993835435,40.03460168838501,46.787368535995505,1183546.0,0.8922519683837891,10.0,647100.0,19215.95451203585,glove-100-angular
faiss-ivf,"FaissIVF(n_list=32, n_probe=5)",10,0.89305,0.9309499999999999,0.99755,0.08656231255437764,194.57568524192732,5.198836326599121,7.68977403640747,9.267871379852297,10.770330905914308,199100.6075,0.8922519683837891,10.0,647100.0,3325.6981682753567,glove-100-angular
faiss-ivf,"FaissIVF(n_list=32, n_probe=50)",10,1.0,1.0,1.0,0.08574169233318513,33.81136927461128,30.284523963928223,40.71253538131712,46.572570800781264,54.257033824920676,1183546.0,0.8922519683837891,10.0,647100.0,19138.5328036952,glove-100-angular
faiss-ivf,"FaissIVF(n_list=8192, n_probe=1)",10,0.29855,0.32025000000000003,0.60961,0.09816853371233333,6433.197679492609,0.1423358917236328,0.24772882461547835,0.38790941238403326,0.7796323299407967,8371.4497,360.0067081451416,10.0,653628.0,101.6023496500969,glove-100-angular
faiss-ivf,"FaissIVF(n_list=8192, n_probe=10)",10,0.63495,0.67707,0.9611700000000001,0.08927982533732459,4934.932791416428,0.18835067749023438,0.27753114700317366,0.4890131950378422,0.9634556770324719,9839.7727,360.0067081451416,10.0,653628.0,132.44922020759583,glove-100-angular
faiss-ivf,"FaissIVF(n_list=8192, n_probe=100)",10,0.85542,0.89635,0.99986,0.0866677539321092,1519.640179345123,0.6339550018310547,1.0082840919494627,1.316578388214112,2.018462181091311,22571.7339,360.0067081451416,10.0,653628.0,430.1202408860207,glove-100-angular
faiss-ivf,"FaissIVF(n_list=8192, n_probe=200)",10,0.90242,0.9390599999999999,0.99997,0.08631053994753282,896.7163085245905,1.0833740234375,1.5695452690124507,1.9992280006408711,3.8293707370758323,35734.1452,360.0067081451416,10.0,653628.0,728.9128052945138,glove-100-angular
faiss-ivf,"FaissIVF(n_list=8192, n_probe=5)",10,0.54574,0.58384,0.9055899999999999,0.09086049889748146,5600.111833898355,0.1628398895263672,0.2551078796386719,0.45093536376953314,1.2749314308166722,9044.1237,360.0067081451416,10.0,653628.0,116.71695483713151,glove-100-angular
faiss-ivf,"FaissIVF(n_list=8192, n_probe=50)",10,0.8013,0.84494,0.99908,0.08716764569674519,2444.8386109613393,0.3864765167236328,0.5879402160644531,0.8418583869934082,1.3094174861908006,15705.4101,360.0067081451416,10.0,653628.0,267.3501625299454,glove-100-angular
flann,FLANN(target_precision=0.970000),10,0.96997,0.98898,0.9999800000000001,0.0859102299599801,36.474165296745355,26.25107765197754,36.37689352035522,40.472798347473145,46.002327442169225,0.0,5791.00695681572,10.0,610780.0,16745.5511327219,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 10)",10,0.30973,0.33195,0.60926,0.09984738701335955,10691.537346422252,0.09179115295410156,0.12637376785278304,0.18286705017089844,0.32091999053955256,0.0,1524.2641644477844,10.0,728572.0,68.14473694410324,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 120)",10,0.82101,0.8603999999999999,0.99658,0.08712801008439842,2743.203786628747,0.35881996154785156,0.47733783721923795,0.6227564811706544,0.8626503944397078,0.0,1524.2641644477844,10.0,728572.0,265.5916427176476,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 20)",10,0.49698000000000003,0.53067,0.82164,0.09329202814585898,8353.380125335436,0.11467933654785156,0.1480579376220703,0.2338886260986328,0.3473761081695557,0.0,1524.2641644477844,10.0,728572.0,87.2188250825882,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 200)",10,0.8670899999999999,0.90432,0.9994999999999999,0.08666536061183953,1763.6044082205256,0.5733966827392578,0.7979869842529297,0.9462857246398926,1.1677775382995612,0.0,1524.2641644477844,10.0,728572.0,413.11532030878067,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 40)",10,0.65654,0.6965399999999999,0.9416499999999999,0.08961337869743484,5886.8176421621665,0.164031982421875,0.20766258239746094,0.31423807144165045,0.4289171695709233,0.0,1524.2641644477844,10.0,728572.0,123.7633037554741,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 400)",10,0.91341,0.94604,0.9999399999999999,0.08629290367621761,930.2619790716428,1.0700225830078125,1.3752102851867674,1.5442371368408203,1.7762262821197525,0.0,1524.2641644477844,10.0,728572.0,783.1901296525955,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 600)",10,0.93361,0.96343,1.0,0.08615464770931305,609.2753546472929,1.6683340072631836,2.1011948585510254,2.3153257369995126,2.8720688819885414,0.0,1524.2641644477844,10.0,728572.0,1195.800871383953,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 80)",10,0.7727,0.81318,0.98891,0.08771636239277131,3780.6641786759856,0.2675056457519531,0.33974647521972656,0.46015262603759777,0.5860373973846444,0.0,1524.2641644477844,10.0,728572.0,192.7100545214653,glove-100-angular
hnsw(faiss),"faiss ({'M': 12, 'efConstruction': 500}, ef: 800)",10,0.94601,0.97303,1.0,0.08608122644897406,430.3454098580309,2.449512481689453,3.0939698219299316,3.361716270446778,3.894100904464724,0.0,1524.2641644477844,10.0,728572.0,1692.9935426529883,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 10)",10,0.37142,0.39875,0.71088,0.09632515324371006,9439.262053541086,0.10037422180175781,0.14066696166992188,0.23842334747314464,0.37241482734680276,0.0,1896.9677863121033,10.0,778264.0,82.44966561851503,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 120)",10,0.85749,0.8960000000000001,0.9996,0.08670393058658986,2227.859041878643,0.43582916259765625,0.6020307540893551,0.737435817718506,0.9861001968383791,0.0,1896.9677863121033,10.0,778264.0,349.3326935728073,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 20)",10,0.56136,0.59975,0.89365,0.0911161752222363,7199.643099357315,0.1392364501953125,0.19478797912597656,0.31472444534301786,0.4572906494140633,0.0,1896.9677863121033,10.0,778264.0,108.0975805688858,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 200)",10,0.89922,0.9345800000000001,0.99997,0.08635915483697333,1509.7820776371298,0.67138671875,0.9117245674133299,1.0979294776916506,1.3964188098907473,0.0,1896.9677863121033,10.0,778264.0,515.4810164510727,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 40)",10,0.7117600000000001,0.7539,0.9767699999999999,0.08839683430822064,5056.5755311310095,0.18930435180664062,0.25725364685058594,0.3855276107788087,0.5433609485626231,0.0,1896.9677863121033,10.0,778264.0,153.911277545166,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 400)",10,0.9402799999999999,0.96867,1.0,0.08607729847610346,770.99535270922,1.2972354888916016,1.7032623291015625,1.9328808784484868,2.3567905426025435,0.0,1896.9677863121033,10.0,778264.0,1009.4276149204253,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 600)",10,0.9582499999999999,0.9819599999999999,1.0,0.08596856750076813,502.9730339173042,1.9730329513549805,2.528464794158935,2.825744152069092,3.3094892501831055,0.0,1896.9677863121033,10.0,778264.0,1547.3274858070374,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 80)",10,0.8153600000000001,0.8556699999999999,0.9974299999999999,0.08711341404060256,3233.9972879261827,0.2994537353515625,0.3981709480285643,0.5211853981018066,0.6985731124877943,0.0,1896.9677863121033,10.0,778264.0,240.65078932056426,glove-100-angular
hnsw(faiss),"faiss ({'M': 16, 'efConstruction': 500}, ef: 800)",10,0.96822,0.9881399999999999,1.0,0.08591186662203483,371.08503362570605,2.735733985900879,3.500723838806152,3.8650059700012207,4.454629182815555,0.0,1896.9677863121033,10.0,778264.0,2097.2659349689484,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 10)",10,0.43301,0.46502,0.80916,0.09351659036272172,8318.456790196911,0.11587142944335938,0.15234947204589844,0.22840976715087902,0.3633508682250979,0.0,2554.143201828003,10.0,855500.0,102.84359486103058,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 120)",10,0.89444,0.93073,0.99997,0.08635372788404803,1843.7754866232003,0.5598068237304688,0.7782101631164549,0.9193515777587893,1.142776727676399,0.0,2554.143201828003,10.0,855500.0,463.99358609914776,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 20)",10,0.62501,0.66791,0.95342,0.08946023684145762,6322.134791288205,0.156402587890625,0.21123886108398438,0.31522512435913164,0.4377424716949475,0.0,2554.143201828003,10.0,855500.0,135.31821579933168,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 200)",10,0.93191,0.96247,1.0,0.0861015650774367,1201.507235147515,0.8344650268554688,1.107931137084961,1.2677001953125007,1.5118145942687993,0.0,2554.143201828003,10.0,855500.0,712.0223457455635,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 40)",10,0.76483,0.8084199999999999,0.9950699999999999,0.08752549137104175,4330.4556921903095,0.23174285888671875,0.3008842468261719,0.41890621185302745,0.5698223114013676,0.0,2554.143201828003,10.0,855500.0,197.5542669892311,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 400)",10,0.9674699999999999,0.9880599999999999,1.0,0.08590443643716468,633.400040393315,1.619577407836914,2.110731601715088,2.3463177680969247,2.7025194168090914,0.0,2554.143201828003,10.0,855500.0,1350.647214150429,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 600)",10,0.98095,0.99476,1.0,0.08584050640075049,416.97914639003153,2.4788379669189453,3.1652808189392085,3.4873580932617188,3.8516654968261745,0.0,2554.143201828003,10.0,855500.0,2051.661353826523,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 80)",10,0.85666,0.8957,0.9997400000000001,0.08664630133749486,2549.0828494590037,0.3871917724609375,0.5092740058898924,0.6299209594726567,0.8228001594543493,0.0,2554.143201828003,10.0,855500.0,335.6109042048454,glove-100-angular
hnsw(faiss),"faiss ({'M': 24, 'efConstruction': 500}, ef: 800)",10,0.98727,0.9972899999999999,1.0,0.08580782225409998,306.5840161252966,3.286123275756836,4.151356220245361,4.582986831665042,5.121271610260018,0.0,2554.143201828003,10.0,855500.0,2790.4259680986406,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 10)",10,0.48994,0.52676,0.8758800000000001,0.0918133117461293,7340.721477264752,0.1304149627685547,0.17334222793579085,0.2973175048828127,0.4313001632690432,0.0,3130.833732366562,10.0,965504.0,131.52712618103027,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 120)",10,0.92181,0.95631,1.0,0.0861453461488007,1410.5453050691842,0.7054805755615234,0.9694099426269531,1.117234230041504,1.3372969627380387,0.0,3130.833732366562,10.0,965504.0,684.4898894989013,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 20)",10,0.67289,0.71709,0.9784200000000001,0.08861307676030743,5168.757434017472,0.19598007202148438,0.28824806213378906,0.4194092750549323,0.5958261489868201,0.0,3130.833732366562,10.0,965504.0,186.79615213623046,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 200)",10,0.95534,0.98139,1.0,0.08595506689744183,914.3294623929694,1.1347532272338867,1.593387126922607,1.8227100372314453,2.3658514022827197,0.0,3130.833732366562,10.0,965504.0,1055.9694723968507,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 40)",10,0.79952,0.84405,0.99835,0.08710509968320786,3419.027538947311,0.29087066650390625,0.385284423828125,0.47066211700439503,0.6163127422332765,0.0,3130.833732366562,10.0,965504.0,282.3914077911377,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 400)",10,0.9823600000000001,0.99526,1.0,0.08582257048015593,484.3044426989399,2.0897388458251953,2.8438925743103023,3.180074691772462,3.720798969268807,0.0,3130.833732366562,10.0,965504.0,1993.5889801452638,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 600)",10,0.99121,0.9982,1.0,0.08578300619705949,331.202750075447,3.0591487884521484,4.080533981323242,4.476327896118164,5.137444972991943,0.0,3130.833732366562,10.0,965504.0,2915.1448766052245,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 80)",10,0.8858,0.92519,1.0,0.08638177298814981,2001.022575327863,0.5097389221191406,0.7364869117736814,0.8912158012390138,1.1553821563720714,0.0,3130.833732366562,10.0,965504.0,482.50530099182134,glove-100-angular
hnsw(faiss),"faiss ({'M': 36, 'efConstruction': 500}, ef: 800)",10,0.99482,0.9991300000000001,1.0,0.08576515045877588,246.53652311700466,4.130959510803223,5.456256866455077,6.122155189514161,6.71864724159241,0.0,3130.833732366562,10.0,965504.0,3916.271665524292,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 10)",10,0.07975,0.08544,0.18885000000000002,0.12214007297608562,13442.756405038008,0.06985664367675781,0.10251998901367188,0.1778769493103031,0.34141659736633323,0.0,855.4857003688812,10.0,655356.0,48.751608691978454,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 120)",10,0.46253,0.49379,0.73749,0.09690784286818657,4325.905842354954,0.23865699768066406,0.30612945556640625,0.4007887840270998,0.564098596572876,0.0,855.4857003688812,10.0,655356.0,151.49566908817292,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 20)",10,0.15819,0.16951,0.33175,0.11371471721780749,11310.477613268487,0.08416175842285156,0.11777877807617188,0.21888494491577185,0.3418986797332777,0.0,855.4857003688812,10.0,655356.0,57.94238072061539,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 200)",10,0.55751,0.5941,0.83911,0.0935079394827716,2841.602379564493,0.35071372985839844,0.45682191848754866,0.5807924270629884,0.7357780933380165,0.0,855.4857003688812,10.0,655356.0,230.6290298435211,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 40)",10,0.26366999999999996,0.2823,0.49248000000000003,0.10639865999385614,8534.144174261348,0.11181831359863281,0.1468658447265625,0.2386760711669926,0.38457226753234924,0.0,855.4857003688812,10.0,655356.0,76.7922344195366,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 400)",10,0.67272,0.71445,0.9369999999999999,0.09013833247151341,1462.6783891923922,0.6804466247558594,0.8633136749267578,0.9951615333557129,1.184472322463991,0.0,855.4857003688812,10.0,655356.0,448.0520152908325,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 600)",10,0.7271799999999999,0.77159,0.96987,0.0888502806566211,912.7588321024351,1.074075698852539,1.3492107391357422,1.5347123146057131,1.785522460937501,0.0,855.4857003688812,10.0,655356.0,717.9946958064079,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 80)",10,0.38599,0.41361,0.64998,0.1001285121170766,5770.257756644018,0.17261505126953125,0.2193450927734375,0.3287959098815922,0.472550630569459,0.0,855.4857003688812,10.0,655356.0,113.57482241506575,glove-100-angular
hnsw(faiss),"faiss ({'M': 4, 'efConstruction': 500}, ef: 800)",10,0.75878,0.80421,0.98424,0.08820368224852504,640.7269478180697,1.5382766723632812,1.8706440925598142,2.0570802688598633,2.258306741714479,0.0,855.4857003688812,10.0,655356.0,1022.8319602160453,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.07887,0.08351,0.16157,inf,57754.56502012451,0.016689300537109375,0.07128715515136719,0.13566255569458013,0.3810081481933625,0.0,3284.8904716968536,4.216,1657240.0,28.694528292655942,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.43640999999999996,0.46773999999999993,0.7559,0.09540631245232796,20193.893547281292,0.03981590270996094,0.11636018753051741,0.20885467529296875,0.4859006404876716,0.0,3284.8904716968536,10.0,1657240.0,82.06639279937744,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.51387,0.5500700000000001,0.83452,0.09295778941594947,23973.5338565899,0.03981590270996094,0.0743865966796875,0.1163482666015625,0.3862497806549096,0.0,3284.8904716968536,10.0,1657240.0,69.12789786911011,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.15814999999999999,0.1683,0.34238,0.11094184555404131,39167.256529737504,0.0209808349609375,0.06152391433715803,0.12040138244628906,0.29826617240905856,0.0,3284.8904716968536,10.0,1657240.0,42.31187340736389,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.56753,0.60631,0.8808299999999999,0.0914781533071734,21025.840258307337,0.043392181396484375,0.07987022399902344,0.12779474258422857,0.28181290626525923,0.0,3284.8904716968536,10.0,1657240.0,78.81920435237885,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.63511,0.67664,0.9294499999999999,0.08995513303214926,15720.814964351495,0.05936622619628906,0.11014938354492188,0.15735864639282232,0.4312996864318849,0.0,3284.8904716968536,10.0,1657240.0,105.41692677879333,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.6796599999999999,0.7221,0.95479,0.08910373161728499,13252.120217149666,0.0705718994140625,0.12184381484985335,0.1969504356384281,0.39149785041809376,0.0,3284.8904716968536,10.0,1657240.0,125.05470617866517,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.29973,0.32079,0.58521,0.1012845978755155,25800.38445568764,0.030994415283203125,0.08894205093383772,0.1740479469299317,0.46730256080627486,0.0,3284.8904716968536,10.0,1657240.0,64.23315136432647,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.7114499999999999,0.75363,0.96983,0.08855602669222061,11225.095288638533,0.08153915405273438,0.1392364501953125,0.21696329116821295,0.4625451564788845,0.0,3284.8904716968536,10.0,1657240.0,147.637054063797,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.75468,0.7968,0.98497,0.08789857419663491,8867.31908830102,0.1049041748046875,0.17333030700683594,0.2565693855285651,0.5695939064025903,0.0,3284.8904716968536,10.0,1657240.0,186.89301506996154,glove-100-angular
hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'efConstruction=800', 'post=0'])",10,0.7705599999999999,0.81257,0.9890700000000001,0.08767698091955867,7826.604570898411,0.118255615234375,0.20052194595336897,0.31662225723266607,0.647070169448853,0.0,3284.8904716968536,10.0,1657240.0,211.74443974876405,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.36641,0.39476,0.6979,0.099564185697717,31119.285658640096,0.02956390380859375,0.04649162292480469,0.07581949234008795,0.25130343437195035,0.0,854.2826137542725,10.0,698224.0,22.437018884658812,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.74986,0.79417,0.9564600000000001,0.09094399053530272,5531.841989651694,0.1747608184814453,0.24628639221191406,0.32949686050415045,0.6158578395843552,0.0,854.2826137542725,10.0,698224.0,126.21907879981995,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.49116,0.5284,0.83022,0.09559671690216671,20773.65097446819,0.04506111145019531,0.07128715515136719,0.11396646499633795,0.3199596405029301,0.0,854.2826137542725,10.0,698224.0,33.611039333343506,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.8003,0.84277,0.96038,0.09041090397324136,3578.582108812921,0.27251243591308594,0.3826618194580078,0.5195355415344243,0.9193465709686288,0.0,854.2826137542725,10.0,698224.0,195.11191269874573,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.60526,0.64708,0.9103,0.0931187044671445,12905.55076923077,0.07271766662597656,0.11134147644042969,0.17213821411132812,0.3376243114471484,0.0,854.2826137542725,10.0,698224.0,54.10261154174805,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.85373,0.89116,0.9617000000000001,0.08992743046736273,1904.6049182561858,0.5290508270263672,0.6964206695556641,0.8506846427917482,1.229795932769782,0.0,854.2826137542725,10.0,698224.0,366.5978142276764,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.8791499999999999,0.91303,0.96197,0.08972189547674884,1289.6031117460338,0.7703304290771484,0.9961128234863281,1.1928224563598635,2.265778541564959,0.0,854.2826137542725,10.0,698224.0,541.425492572403,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.70156,0.74597,0.94705,0.09156126374988227,7580.704979768178,0.12564659118652344,0.1850128173828125,0.27990579605102545,0.4544520378112846,0.0,854.2826137542725,10.0,698224.0,92.1054178817749,glove-100-angular
hnswlib,"hnswlib ({'M': 12, 'efConstruction': 500})",10,0.8939,0.92463,0.96207,0.0896168856843566,990.623626300176,1.0139942169189453,1.30014419555664,1.6043281555175783,2.467938423156752,0.0,854.2826137542725,10.0,698224.0,704.8327754989624,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.39846,0.42946999999999996,0.74876,0.0982509725102934,27009.944142280703,0.03552436828613281,0.05555152893066406,0.08464097976684576,0.21529459953308158,0.0,1029.0892431735992,10.0,734884.0,27.207905211830138,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.76081,0.80349,0.94998,0.09130769231516371,4659.867131197527,0.232696533203125,0.31758546829223616,0.39458990097045915,0.5204703807830816,0.0,1029.0892431735992,10.0,734884.0,157.70492576494217,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.52055,0.56071,0.86441,0.09497013603810323,17532.42888051391,0.05340576171875,0.08344650268554688,0.14687538146972678,0.33713102340698387,0.0,1029.0892431735992,10.0,734884.0,41.9156983329773,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.80697,0.8471,0.9522700000000001,0.09085570359948496,2970.134537201036,0.34165382385253906,0.45062303543090804,0.550041198730469,0.7808389663696326,0.0,1029.0892431735992,10.0,734884.0,247.42448222312927,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.62779,0.6710499999999999,0.9247,0.09298043778206708,10905.5784204802,0.09274482727050781,0.1392364501953125,0.20528078079223638,0.34117746353149425,0.0,1029.0892431735992,10.0,734884.0,67.38606350488664,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.8592599999999999,0.89338,0.9534900000000001,0.09040349367037136,1605.7286899566463,0.6219148635864258,0.8118271827697752,1.038103103637696,1.6253094673156758,0.0,1029.0892431735992,10.0,734884.0,457.66386600456235,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.8827999999999999,0.91285,0.9539300000000001,0.09022412431831364,1084.9085007827123,0.9374618530273438,1.2386322021484368,1.4255094528198242,1.8990154266357444,0.0,1029.0892431735992,10.0,734884.0,677.369565700531,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.71665,0.76061,0.9459799999999999,0.09179137713828936,6464.023780458579,0.14853477478027344,0.2117156982421875,0.32046556472778387,0.4968721866607682,0.0,1029.0892431735992,10.0,734884.0,113.6883193749428,glove-100-angular
hnswlib,"hnswlib ({'M': 16, 'efConstruction': 500})",10,0.89643,0.92348,0.95422,0.09012278433587464,831.4981829295051,1.2140274047851562,1.5354156494140625,1.7280721664428713,2.202337980270399,0.0,1029.0892431735992,10.0,734884.0,883.8071027538299,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.45732,0.49371,0.8249299999999999,0.09604164665641045,19590.076761939905,0.04744529724121094,0.07939338684082031,0.1421022415161134,0.2744224071502691,0.0,1453.893049955368,10.0,808420.0,41.266811244487755,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.8028299999999999,0.844,0.9524100000000001,0.09083865249124881,3311.3097981060587,0.3075599670410156,0.500214099884033,0.7324409484863286,1.278897523880009,0.0,1453.893049955368,10.0,808420.0,244.13904143381117,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.57616,0.61981,0.90923,0.09362489911631387,13552.650200883929,0.07033348083496094,0.11492967605590804,0.2005219459533694,0.3492834568023682,0.0,1453.893049955368,10.0,808420.0,59.650325804710384,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.84612,0.8829100000000001,0.9535500000000001,0.09047324419863158,2206.2323176247723,0.4696846008300781,0.5943775177001953,0.6659078598022462,0.8921718597412129,0.0,1453.893049955368,10.0,808420.0,366.4255996713638,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.67951,0.7246900000000001,0.94246,0.09212978984850954,8360.290025625201,0.12350082397460938,0.2079010009765625,0.32044649124145536,0.49781823158264166,0.0,1453.893049955368,10.0,808420.0,96.69760229873658,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.8917999999999999,0.92027,0.95422,0.0901409003312511,1233.565054605561,0.8242130279541016,1.0657310485839844,1.3778543472290046,2.1298370361328214,0.0,1453.893049955368,10.0,808420.0,655.3525466547012,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.9113,0.93359,0.95462,0.0900023990876964,832.0682441714363,1.2475252151489258,1.578116416931152,1.7635846138000488,2.2414040565490785,0.0,1453.893049955368,10.0,808420.0,971.5789608159065,glove-100-angular
